CAMIS,GRADE,BORO
41652335,0,MANHATTAN
41652338,1,MANHATTAN
41652417,1,BROOKLYN
41652427,1,BROOKLYN
41652463,0,QUEENS
41652507,0,QUEENS
41652536,0,BRONX
41652559,1,MANHATTAN
41652560,0,MANHATTAN
41652570,0,STATEN ISLAND
41652616,0,BRONX
41652775,1,BROOKLYN
41652878,1,BROOKLYN
41652884,1,BROOKLYN
41652985,0,QUEENS
41652991,1,QUEENS
41653044,0,BROOKLYN
41653047,0,BROOKLYN
41653049,0,BROOKLYN
41653053,1,QUEENS
41653059,0,MANHATTAN
41653084,0,BROOKLYN
41653095,0,BROOKLYN
41653101,0,BROOKLYN
41653102,1,BRONX
41653176,0,MANHATTAN
41653183,0,QUEENS
41653295,0,BROOKLYN
41653309,1,QUEENS
41653386,1,MANHATTAN
41653388,1,BROOKLYN
41653402,0,QUEENS
41653405,0,MANHATTAN
41653409,0,BROOKLYN
41653421,0,MANHATTAN
41653463,0,BROOKLYN
41653485,0,BROOKLYN
41653491,0,BROOKLYN
41653501,1,QUEENS
41653505,0,QUEENS
41653529,-1,QUEENS
41653532,1,QUEENS
41653536,0,STATEN ISLAND
41653556,1,BROOKLYN
41653607,0,MANHATTAN
41653616,0,MANHATTAN
41653692,0,BROOKLYN
41653737,0,MANHATTAN
41653831,0,MANHATTAN
41653860,1,BRONX
41653863,0,BRONX
41653870,0,MANHATTAN
41653879,1,MANHATTAN
41653930,-1,QUEENS
41653940,1,MANHATTAN
41653951,0,BROOKLYN
41654100,0,QUEENS
41654129,0,BROOKLYN
41654160,0,BRONX
41654217,0,BROOKLYN
41654334,0,BROOKLYN
41654352,1,BRONX
41654379,0,MANHATTAN
41654384,0,MANHATTAN
41654422,0,MANHATTAN
41654442,0,MANHATTAN
41654458,0,STATEN ISLAND
41654462,0,QUEENS
41654548,0,QUEENS
41654555,0,MANHATTAN
41654556,0,MANHATTAN
41654599,0,BROOKLYN
41654607,1,BROOKLYN
41654733,0,STATEN ISLAND
41654846,1,BROOKLYN
41654886,0,MANHATTAN
41654929,0,MANHATTAN
41654984,0,BRONX
41654997,1,QUEENS
41655130,0,QUEENS
41655148,0,BROOKLYN
41655176,0,MANHATTAN
41655178,0,BROOKLYN
41655185,0,MANHATTAN
41655200,0,BROOKLYN
41655252,0,BRONX
41655257,0,MANHATTAN
41655263,0,MANHATTAN
41655272,1,MANHATTAN
41655387,0,BROOKLYN
41655396,0,MANHATTAN
41655398,0,MANHATTAN
41655438,1,MANHATTAN
41655454,0,STATEN ISLAND
41655458,1,QUEENS
41655484,0,MANHATTAN
41655550,0,MANHATTAN
41655590,0,MANHATTAN
41655725,0,MANHATTAN
41655758,0,QUEENS
41655771,0,BROOKLYN
41655832,0,BROOKLYN
41655918,0,STATEN ISLAND
41655931,0,BROOKLYN
41655934,0,MANHATTAN
41655988,0,QUEENS
41656010,0,BROOKLYN
41656133,0,MANHATTAN
41656155,-1,BROOKLYN
41656176,0,BROOKLYN
41656198,0,MANHATTAN
41656214,0,MANHATTAN
41656235,1,STATEN ISLAND
41656246,0,BROOKLYN
41656254,-1,QUEENS
41656294,0,BROOKLYN
41656299,0,BRONX
41656483,1,BROOKLYN
41656603,1,MANHATTAN
41656654,0,QUEENS
41656659,0,STATEN ISLAND
41656677,0,MANHATTAN
41656679,1,MANHATTAN
41656750,1,BRONX
41656924,1,MANHATTAN
41656934,0,MANHATTAN
41656943,0,MANHATTAN
41656966,0,QUEENS
41657006,0,BROOKLYN
41657014,0,MANHATTAN
41657018,1,MANHATTAN
41657037,1,BRONX
41657196,0,MANHATTAN
41657236,0,BROOKLYN
41657262,1,BROOKLYN
41657280,0,BRONX
41657293,0,BRONX
41657335,0,BRONX
41657340,0,BROOKLYN
41657368,0,MANHATTAN
41657408,1,QUEENS
41657460,0,MANHATTAN
41657465,1,QUEENS
41657476,1,BROOKLYN
41657552,0,BROOKLYN
41657557,0,QUEENS
41657750,0,MANHATTAN
41657755,0,BROOKLYN
41657759,0,MANHATTAN
41658037,-1,MANHATTAN
41658103,0,MANHATTAN
41658170,0,QUEENS
41658200,-1,BRONX
41658283,0,BROOKLYN
41658324,0,QUEENS
41658445,0,BRONX
41658448,1,BRONX
41658460,0,MANHATTAN
41658464,0,MANHATTAN
41658466,0,BRONX
41658484,0,MANHATTAN
41658535,0,BRONX
41658579,1,BRONX
41658593,0,MANHATTAN
41658609,-1,MANHATTAN
41658617,1,MANHATTAN
41658630,0,QUEENS
41658651,0,BRONX
41658672,0,BRONX
41658676,1,BROOKLYN
41658728,0,BROOKLYN
41658744,0,MANHATTAN
41658762,1,STATEN ISLAND
41658786,0,STATEN ISLAND
41658809,1,BRONX
41658866,1,BROOKLYN
41658884,0,QUEENS
41658998,0,MANHATTAN
41659018,0,BRONX
41659069,0,QUEENS
41659111,0,QUEENS
41659144,0,QUEENS
41659167,1,STATEN ISLAND
41659173,0,BRONX
41659174,1,BROOKLYN
41659206,0,MANHATTAN
41659402,0,MANHATTAN
41659425,0,MANHATTAN
41659433,0,MANHATTAN
41659448,0,QUEENS
41659449,1,STATEN ISLAND
41659465,0,MANHATTAN
41659494,0,MANHATTAN
41659498,0,MANHATTAN
41659545,0,BROOKLYN
41659556,0,QUEENS
41659574,0,MANHATTAN
41659605,0,MANHATTAN
41659658,1,BROOKLYN
41659669,0,MANHATTAN
41659711,0,BROOKLYN
41659848,-1,QUEENS
41659862,0,MANHATTAN
41659901,1,QUEENS
41659905,0,QUEENS
41659908,1,BROOKLYN
41659910,0,BROOKLYN
41659911,0,BROOKLYN
41659920,0,MANHATTAN
41659970,0,MANHATTAN
41659984,0,MANHATTAN
41660211,0,MANHATTAN
41660217,1,MANHATTAN
41660253,0,BROOKLYN
41660386,0,MANHATTAN
41660388,0,QUEENS
41660507,0,MANHATTAN
41660537,0,MANHATTAN
41660557,0,BROOKLYN
41660581,1,BROOKLYN
41660608,1,BROOKLYN
41660616,0,MANHATTAN
41660639,0,MANHATTAN
41660728,0,BROOKLYN
41660744,0,MANHATTAN
41660757,1,BROOKLYN
41660841,0,QUEENS
41660862,0,MANHATTAN
41660888,1,BRONX
41660892,0,BRONX
41661008,-1,MANHATTAN
41661062,1,MANHATTAN
41661089,0,BRONX
41661106,0,QUEENS
41661153,0,QUEENS
41661174,0,MANHATTAN
41661199,0,QUEENS
41661283,0,MANHATTAN
41661329,1,MANHATTAN
41661367,0,MANHATTAN
41661430,1,MANHATTAN
41661506,0,MANHATTAN
41661581,1,BRONX
41661617,0,MANHATTAN
41661801,0,MANHATTAN
41662004,0,MANHATTAN
41662045,0,BROOKLYN
41662070,0,MANHATTAN
41662075,0,MANHATTAN
41662163,0,BROOKLYN
41662171,1,BROOKLYN
41662214,0,QUEENS
41662219,0,QUEENS
41662308,0,QUEENS
41662314,0,STATEN ISLAND
41662341,1,QUEENS
41662347,0,BROOKLYN
41662349,0,BROOKLYN
41662352,1,BROOKLYN
41662362,1,BROOKLYN
41662367,1,MANHATTAN
41662482,1,QUEENS
41662634,0,MANHATTAN
41662647,0,STATEN ISLAND
41662683,0,MANHATTAN
41662685,0,MANHATTAN
41662687,0,QUEENS
41662716,1,BROOKLYN
41662741,0,BROOKLYN
41662783,0,BROOKLYN
41662825,1,QUEENS
41662826,0,BROOKLYN
41662941,1,BRONX
41662952,0,MANHATTAN
41663009,0,MANHATTAN
41663033,0,QUEENS
41663162,0,MANHATTAN
41663196,0,QUEENS
41663204,0,MANHATTAN
41663207,0,MANHATTAN
41663211,0,QUEENS
41663220,0,BROOKLYN
41663270,1,BROOKLYN
41663384,0,QUEENS
41663390,-1,MANHATTAN
41663404,1,QUEENS
41663471,-1,QUEENS
41663632,0,QUEENS
41663684,0,MANHATTAN
41663688,0,QUEENS
41663797,1,BROOKLYN
41664019,0,BRONX
41664038,0,MANHATTAN
41664094,0,BRONX
41664100,0,BRONX
41664111,0,STATEN ISLAND
41664154,0,BRONX
41664166,0,MANHATTAN
41664228,0,BRONX
41664268,1,BRONX
41664273,1,STATEN ISLAND
41664275,0,STATEN ISLAND
41664289,0,BROOKLYN
41664297,0,MANHATTAN
41664381,0,QUEENS
41664398,0,QUEENS
41664434,0,MANHATTAN
41664437,0,MANHATTAN
41664450,1,BROOKLYN
41664501,0,BROOKLYN
41664502,0,BRONX
41664549,0,MANHATTAN
41664553,0,MANHATTAN
41664592,0,MANHATTAN
41664614,-1,MANHATTAN
41664640,0,MANHATTAN
41664642,0,MANHATTAN
41664655,0,MANHATTAN
41664674,0,QUEENS
41664704,0,MANHATTAN
41664706,0,QUEENS
41664735,1,QUEENS
41664768,0,QUEENS
41664769,0,BROOKLYN
41664779,0,QUEENS
41664787,0,BROOKLYN
41664798,1,MANHATTAN
41664800,0,QUEENS
41664870,0,BROOKLYN
41664920,0,BROOKLYN
41664949,0,BROOKLYN
41664978,0,MANHATTAN
41664983,0,MANHATTAN
41664986,-1,MANHATTAN
41665001,1,BROOKLYN
41665019,1,QUEENS
41665021,0,QUEENS
41665029,0,BROOKLYN
41665031,0,QUEENS
41665068,-1,MANHATTAN
41665122,0,MANHATTAN
41665198,0,MANHATTAN
41665255,0,MANHATTAN
41665513,1,QUEENS
41665533,0,BROOKLYN
41665562,-1,BRONX
41665611,0,BROOKLYN
41665625,0,MANHATTAN
41665771,0,BROOKLYN
41665851,0,BRONX
41665894,0,MANHATTAN
41665912,0,QUEENS
41665945,0,BROOKLYN
41666100,1,BROOKLYN
41666164,0,QUEENS
41666265,0,QUEENS
41666300,0,BROOKLYN
41666383,0,MANHATTAN
41666448,0,MANHATTAN
41666477,0,QUEENS
41666608,0,MANHATTAN
41666628,0,BROOKLYN
41666655,-1,MANHATTAN
41666656,0,MANHATTAN
41666659,0,MANHATTAN
41666669,0,QUEENS
41666677,0,MANHATTAN
41666685,0,MANHATTAN
41666887,0,MANHATTAN
41667036,0,MANHATTAN
41667050,-1,MANHATTAN
41667090,0,MANHATTAN
41667113,1,BROOKLYN
41667131,0,BRONX
41667132,0,BRONX
41667262,-1,QUEENS
41667277,0,STATEN ISLAND
41667296,0,BROOKLYN
41667359,0,QUEENS
41667382,0,BROOKLYN
41667390,0,BRONX
41667444,0,STATEN ISLAND
41667651,0,MANHATTAN
41667793,1,BROOKLYN
41667830,0,BROOKLYN
41667902,-1,BROOKLYN
41668068,0,QUEENS
41668278,1,MANHATTAN
41668282,0,MANHATTAN
41668300,0,MANHATTAN
41668303,0,QUEENS
41668340,1,QUEENS
41668418,0,BROOKLYN
41668438,0,QUEENS
41668452,0,MANHATTAN
41668489,0,BROOKLYN
41668500,0,QUEENS
41668582,0,MANHATTAN
41668615,0,BROOKLYN
41668701,0,MANHATTAN
41668720,0,MANHATTAN
41668846,-1,BRONX
41668932,1,BROOKLYN
41669059,0,MANHATTAN
41669112,-1,MANHATTAN
41669157,0,BROOKLYN
41669160,1,QUEENS
41669271,0,BRONX
41669323,0,MANHATTAN
41669348,0,BROOKLYN
41669453,1,BROOKLYN
41669598,0,MANHATTAN
41669606,1,MANHATTAN
41669698,1,MANHATTAN
41669711,0,QUEENS
41669742,0,QUEENS
41669857,0,MANHATTAN
41669919,0,QUEENS
41669938,1,BROOKLYN
41669940,0,QUEENS
41669951,0,QUEENS
41669959,0,MANHATTAN
41670026,0,BROOKLYN
41670030,1,MANHATTAN
41670042,0,BROOKLYN
41670066,0,MANHATTAN
41670106,0,BROOKLYN
41670151,0,MANHATTAN
41670166,1,BROOKLYN
41670188,0,BRONX
41670224,0,BROOKLYN
41670240,0,BROOKLYN
41670288,0,MANHATTAN
41670292,0,MANHATTAN
41670323,1,QUEENS
41670338,0,MANHATTAN
41670350,0,BRONX
41670413,0,MANHATTAN
41670427,0,BROOKLYN
41670453,0,MANHATTAN
41670486,0,MANHATTAN
41670513,0,QUEENS
41670526,0,MANHATTAN
41670534,0,MANHATTAN
41670551,0,BRONX
41670561,-1,QUEENS
41670880,-1,MANHATTAN
41670903,0,BRONX
41670931,0,BROOKLYN
41670967,0,MANHATTAN
41670971,1,QUEENS
41670981,0,MANHATTAN
41670993,0,QUEENS
41671103,0,MANHATTAN
41671159,0,MANHATTAN
41671229,0,MANHATTAN
41671440,0,MANHATTAN
41671459,0,BROOKLYN
41671538,0,MANHATTAN
41671540,0,MANHATTAN
41671546,0,MANHATTAN
41671553,1,BROOKLYN
41671572,0,QUEENS
41671728,0,MANHATTAN
41671730,0,BROOKLYN
41671751,1,QUEENS
41671752,0,BROOKLYN
41671816,0,BROOKLYN
41671844,0,MANHATTAN
41671851,0,QUEENS
41671873,0,MANHATTAN
41671938,0,MANHATTAN
41671961,0,MANHATTAN
41672033,1,MANHATTAN
41672058,1,MANHATTAN
41672122,0,MANHATTAN
41672128,0,BROOKLYN
41672131,0,QUEENS
41672156,0,BROOKLYN
41672159,0,MANHATTAN
41672199,0,MANHATTAN
41672217,1,BROOKLYN
41672275,-1,BROOKLYN
41672277,0,MANHATTAN
41672278,0,BROOKLYN
41672283,0,MANHATTAN
41672397,-1,BROOKLYN
41672406,0,MANHATTAN
41672416,0,QUEENS
41672431,0,MANHATTAN
41672484,0,MANHATTAN
41672500,0,MANHATTAN
41672537,0,QUEENS
41672599,0,QUEENS
41672700,0,BROOKLYN
41672745,0,BRONX
41672792,0,STATEN ISLAND
41672821,0,BROOKLYN
41672855,0,BROOKLYN
41672897,0,QUEENS
41672903,0,MANHATTAN
41672996,0,STATEN ISLAND
41673003,0,STATEN ISLAND
41673023,0,STATEN ISLAND
41673033,0,STATEN ISLAND
41673043,0,MANHATTAN
41673048,0,STATEN ISLAND
41673050,0,STATEN ISLAND
41673105,0,MANHATTAN
41673115,0,MANHATTAN
41673128,0,QUEENS
41673137,0,QUEENS
41673139,0,BROOKLYN
41673359,0,MANHATTAN
41673367,0,QUEENS
41673468,1,BROOKLYN
41673493,0,MANHATTAN
41673635,1,BROOKLYN
41673743,0,MANHATTAN
41673803,1,QUEENS
41673844,-1,MANHATTAN
41673850,0,BROOKLYN
41673864,0,QUEENS
41673883,0,MANHATTAN
41673897,1,QUEENS
41673898,0,MANHATTAN
41673927,1,STATEN ISLAND
41673993,0,MANHATTAN
41674018,0,QUEENS
41674092,0,BROOKLYN
41674131,-1,MANHATTAN
41674167,0,BROOKLYN
41674170,0,QUEENS
41674321,1,QUEENS
41674322,0,QUEENS
41674324,0,QUEENS
41674382,1,MANHATTAN
41674445,0,BRONX
41674459,0,MANHATTAN
41674502,0,QUEENS
41674562,0,MANHATTAN
41674573,1,MANHATTAN
41674622,1,QUEENS
41674628,0,MANHATTAN
41674655,0,MANHATTAN
41674675,0,QUEENS
41674679,0,BRONX
41674682,0,MANHATTAN
41674683,0,BROOKLYN
41674716,0,BRONX
41674774,0,BROOKLYN
41674785,0,BROOKLYN
41674832,0,MANHATTAN
41674965,0,BROOKLYN
41675034,0,MANHATTAN
41675147,0,BROOKLYN
41675163,0,BRONX
41675250,0,BROOKLYN
41675296,1,QUEENS
41675367,0,BROOKLYN
41675435,0,BROOKLYN
41675459,1,QUEENS
41675471,1,BRONX
41675506,0,MANHATTAN
41675531,0,MANHATTAN
41675539,1,STATEN ISLAND
41675589,0,QUEENS
41675807,1,BROOKLYN
41675816,0,MANHATTAN
41675971,1,BROOKLYN
41676090,0,MANHATTAN
41676147,-1,BROOKLYN
41676198,0,QUEENS
41676211,1,BROOKLYN
41676306,1,MANHATTAN
41676393,0,BRONX
41676423,0,QUEENS
41676437,0,BROOKLYN
41676490,1,BRONX
41676498,0,BROOKLYN
41676526,0,BRONX
41676543,0,MANHATTAN
41676561,0,MANHATTAN
41676577,0,MANHATTAN
41676581,1,QUEENS
41676787,0,MANHATTAN
41676904,0,MANHATTAN
41676908,1,BROOKLYN
41676937,0,QUEENS
41677015,1,QUEENS
41677034,0,MANHATTAN
41677059,0,BROOKLYN
41677080,0,BRONX
41677087,0,QUEENS
41677117,0,BROOKLYN
41677120,0,MANHATTAN
41677130,0,MANHATTAN
41677131,0,QUEENS
41677155,-1,BRONX
41677179,0,BROOKLYN
41677240,1,BRONX
41677255,1,MANHATTAN
41677257,0,BROOKLYN
41677260,0,BRONX
41677309,0,MANHATTAN
41677328,0,BROOKLYN
41677340,0,QUEENS
41677385,0,QUEENS
41677411,0,QUEENS
41677434,0,QUEENS
41677452,1,QUEENS
41677470,-1,STATEN ISLAND
41677480,1,MANHATTAN
41677489,0,BROOKLYN
41677534,0,QUEENS
41677561,1,QUEENS
41677626,0,MANHATTAN
41677644,0,BROOKLYN
41677658,0,BROOKLYN
41677816,1,QUEENS
41677849,1,MANHATTAN
41677912,0,QUEENS
41677944,-1,BROOKLYN
41677967,0,MANHATTAN
41678085,0,QUEENS
41678092,0,MANHATTAN
41678140,0,BRONX
41678146,0,QUEENS
41678260,0,BRONX
41678309,0,BRONX
41678310,0,BROOKLYN
41678328,1,BROOKLYN
41678381,0,MANHATTAN
41678386,1,BRONX
41678422,0,MANHATTAN
41678430,0,QUEENS
41678553,1,MANHATTAN
41678642,1,QUEENS
41678659,0,QUEENS
41678668,0,BROOKLYN
41678685,-1,MANHATTAN
41678691,0,MANHATTAN
41678695,0,MANHATTAN
41678706,-1,BRONX
41678734,0,BRONX
41678767,1,BROOKLYN
41678772,0,QUEENS
41678866,1,MANHATTAN
41678934,0,MANHATTAN
41678959,1,MANHATTAN
41678970,1,MANHATTAN
41678979,0,BROOKLYN
41678996,1,BRONX
41678997,1,MANHATTAN
41679004,0,MANHATTAN
41679009,0,BROOKLYN
41679060,0,QUEENS
41679163,0,BROOKLYN
41679172,0,MANHATTAN
41679211,0,MANHATTAN
41679293,1,QUEENS
41679308,-1,MANHATTAN
41679329,0,BROOKLYN
41679355,-1,BRONX
41679424,0,MANHATTAN
41679501,0,MANHATTAN
41679503,0,MANHATTAN
41679544,0,BROOKLYN
41679561,0,MANHATTAN
41679611,1,QUEENS
41679636,0,QUEENS
41679646,0,MANHATTAN
41679653,0,BROOKLYN
41679670,0,BROOKLYN
41679728,0,QUEENS
41679736,0,MANHATTAN
41679739,1,MANHATTAN
41679879,0,MANHATTAN
41679882,0,QUEENS
41679915,1,STATEN ISLAND
41679934,1,BRONX
41679961,-1,QUEENS
41679966,1,MANHATTAN
41679993,0,BROOKLYN
41679996,0,BROOKLYN
41680076,0,BROOKLYN
41680107,0,BRONX
41680111,1,BRONX
41680112,0,QUEENS
41680117,0,STATEN ISLAND
41680137,1,MANHATTAN
41680145,0,MANHATTAN
41680151,0,MANHATTAN
41680163,0,MANHATTAN
41680201,1,QUEENS
41680240,0,STATEN ISLAND
41680256,0,BROOKLYN
41680332,0,BROOKLYN
41680367,0,BRONX
41680423,0,BROOKLYN
41680425,0,BROOKLYN
41680471,0,MANHATTAN
41680485,0,QUEENS
41680521,0,QUEENS
41680534,0,MANHATTAN
41680573,0,BROOKLYN
41680586,1,MANHATTAN
41680592,0,MANHATTAN
41680620,0,MANHATTAN
41680674,0,QUEENS
41680691,0,QUEENS
41680837,1,BRONX
41680924,0,QUEENS
41680956,0,BROOKLYN
41680991,-1,MANHATTAN
41681090,0,MANHATTAN
41681106,1,QUEENS
41681128,0,STATEN ISLAND
41681164,1,QUEENS
41681185,0,BRONX
41681319,-1,MANHATTAN
41681330,0,BROOKLYN
41681333,1,BROOKLYN
41681345,1,QUEENS
41681367,1,QUEENS
41681373,1,QUEENS
41681378,1,BROOKLYN
41681571,0,QUEENS
41681629,0,BROOKLYN
41681666,0,STATEN ISLAND
41681758,1,MANHATTAN
41681841,0,BROOKLYN
41681860,0,QUEENS
41681923,1,MANHATTAN
41682019,1,QUEENS
41682021,0,BROOKLYN
41682041,0,MANHATTAN
41682051,0,QUEENS
41682097,0,BROOKLYN
41682122,0,BROOKLYN
41682166,0,QUEENS
41682198,0,MANHATTAN
41682200,1,STATEN ISLAND
41682237,0,QUEENS
41682278,0,QUEENS
41682323,0,BROOKLYN
41682342,0,QUEENS
41682406,-1,QUEENS
41682554,0,MANHATTAN
41682591,1,QUEENS
41682600,0,QUEENS
41682709,0,MANHATTAN
41682774,0,BROOKLYN
41682808,0,MANHATTAN
41682828,0,QUEENS
41682864,0,MANHATTAN
41682935,0,BROOKLYN
41682958,1,QUEENS
41682968,1,BROOKLYN
41682994,1,MANHATTAN
41683028,0,MANHATTAN
41683066,0,MANHATTAN
41683080,0,QUEENS
41683081,0,QUEENS
41683141,0,BROOKLYN
41683230,0,MANHATTAN
41683279,0,MANHATTAN
41683337,0,BROOKLYN
41683392,0,BRONX
41683394,1,BROOKLYN
41683431,0,MANHATTAN
41683490,0,BROOKLYN
41683498,1,QUEENS
41683539,0,BROOKLYN
41683562,1,BROOKLYN
41683619,0,MANHATTAN
41683685,0,QUEENS
41683734,0,QUEENS
41683743,0,QUEENS
41683796,0,QUEENS
41683811,1,BROOKLYN
41683812,1,MANHATTAN
41683816,-1,QUEENS
41683838,0,MANHATTAN
41683961,0,BROOKLYN
41684033,0,QUEENS
41684054,0,MANHATTAN
41684056,0,MANHATTAN
41684111,-1,BROOKLYN
41684250,0,MANHATTAN
41684335,0,BROOKLYN
41684352,0,MANHATTAN
41684358,1,BROOKLYN
41684379,1,MANHATTAN
41684444,0,QUEENS
41684486,0,BROOKLYN
41684504,-1,BROOKLYN
41684505,0,MANHATTAN
41684533,0,QUEENS
41684536,0,STATEN ISLAND
41684567,0,BRONX
41684638,0,MANHATTAN
41684697,1,MANHATTAN
41684725,0,QUEENS
41684752,0,MANHATTAN
41684926,1,MANHATTAN
41684927,1,QUEENS
41684955,0,BROOKLYN
41684983,0,QUEENS
41684995,0,BRONX
41684996,0,MANHATTAN
41685002,1,BROOKLYN
41685035,0,BROOKLYN
41685091,0,BROOKLYN
41685153,0,MANHATTAN
41685208,1,STATEN ISLAND
41685267,0,BROOKLYN
41685305,-1,QUEENS
41685325,0,BROOKLYN
41685372,1,QUEENS
41685431,0,BROOKLYN
41685457,0,QUEENS
41685505,0,BROOKLYN
41685527,1,MANHATTAN
41685529,0,MANHATTAN
41685568,0,QUEENS
41685579,0,MANHATTAN
41685596,-1,BROOKLYN
41685633,1,MANHATTAN
41685696,1,MANHATTAN
41685731,0,QUEENS
41685780,0,BRONX
41685800,0,QUEENS
41685823,1,MANHATTAN
41685900,0,QUEENS
41686159,0,STATEN ISLAND
41686168,0,STATEN ISLAND
41686184,0,BRONX
41686200,0,BROOKLYN
41686207,0,BRONX
41686208,-1,QUEENS
41686215,1,QUEENS
41686218,0,BROOKLYN
41686263,0,MANHATTAN
41686285,0,BROOKLYN
41686353,1,QUEENS
41686421,1,MANHATTAN
41686442,0,QUEENS
41686481,0,BROOKLYN
41686535,0,QUEENS
41686601,1,STATEN ISLAND
41686603,0,BROOKLYN
41686650,0,MANHATTAN
41686653,0,BROOKLYN
41686665,0,MANHATTAN
41686667,0,BROOKLYN
41686709,0,MANHATTAN
41686771,0,BROOKLYN
41686787,1,MANHATTAN
41686828,0,QUEENS
41686842,0,MANHATTAN
41686846,1,BRONX
41686974,0,BROOKLYN
41686991,0,QUEENS
41687000,0,BROOKLYN
41687073,1,MANHATTAN
41687082,0,QUEENS
41687104,0,QUEENS
41687110,0,STATEN ISLAND
41687136,0,BROOKLYN
41687169,1,QUEENS
41687192,0,MANHATTAN
41687206,0,MANHATTAN
41687344,0,BRONX
41687345,0,MANHATTAN
41687397,0,BROOKLYN
41687410,0,BROOKLYN
41687431,1,MANHATTAN
41687478,0,BRONX
41687515,0,MANHATTAN
41687561,0,QUEENS
41687571,1,QUEENS
41687576,0,QUEENS
41687588,0,BROOKLYN
41687706,0,QUEENS
41687715,0,BROOKLYN
41687795,1,QUEENS
41687838,0,BROOKLYN
41687898,0,MANHATTAN
41687902,0,MANHATTAN
41687904,1,BROOKLYN
41687909,0,MANHATTAN
41687913,0,MANHATTAN
41687950,0,STATEN ISLAND
41688037,0,STATEN ISLAND
41688043,1,MANHATTAN
41688063,0,BROOKLYN
41688078,0,BROOKLYN
41688092,0,MANHATTAN
41688093,0,BROOKLYN
41688097,0,BROOKLYN
41688099,0,BROOKLYN
41688103,0,BROOKLYN
41688107,0,MANHATTAN
41688109,0,BROOKLYN
41688111,0,BROOKLYN
41688112,0,BROOKLYN
41688116,0,BROOKLYN
41688118,0,BROOKLYN
41688119,0,BROOKLYN
41688120,0,BROOKLYN
41688121,0,BROOKLYN
41688128,0,BROOKLYN
41688131,0,BROOKLYN
41688132,0,BROOKLYN
41688135,0,BROOKLYN
41688136,0,BROOKLYN
41688137,0,BROOKLYN
41688139,0,BROOKLYN
41688142,0,BROOKLYN
41688146,0,BROOKLYN
41688149,0,BROOKLYN
41688151,0,BROOKLYN
41688153,0,BROOKLYN
41688157,0,BROOKLYN
41688165,0,BROOKLYN
41688171,0,BROOKLYN
41688177,0,BROOKLYN
41688186,0,BROOKLYN
41688192,0,BROOKLYN
41688212,0,BROOKLYN
41688222,0,BROOKLYN
41688234,0,BROOKLYN
41688265,0,BROOKLYN
41688270,0,BROOKLYN
41688349,0,MANHATTAN
41688363,1,MANHATTAN
41688479,1,QUEENS
41688495,0,BROOKLYN
41688500,0,BROOKLYN
41688540,1,MANHATTAN
41688594,0,MANHATTAN
41688632,1,BRONX
41688644,0,QUEENS
41688648,1,MANHATTAN
41688653,0,MANHATTAN
41688658,0,MANHATTAN
41688672,0,QUEENS
41688677,1,QUEENS
41688773,0,BROOKLYN
41688789,0,MANHATTAN
41688797,1,QUEENS
41688805,1,QUEENS
41688842,0,MANHATTAN
41688851,0,STATEN ISLAND
41688905,0,BRONX
41688941,0,QUEENS
41688951,0,BROOKLYN
41689018,0,MANHATTAN
41689100,0,BROOKLYN
41689119,0,BROOKLYN
41689125,0,BROOKLYN
41689204,0,BROOKLYN
41689229,0,MANHATTAN
41689246,1,BRONX
41689247,1,MANHATTAN
41689361,1,MANHATTAN
41689366,0,QUEENS
41689402,0,MANHATTAN
41689407,0,QUEENS
41689496,-1,STATEN ISLAND
41689500,0,MANHATTAN
41689516,1,MANHATTAN
41689524,0,QUEENS
41689548,0,BROOKLYN
41689552,0,BROOKLYN
41689569,0,MANHATTAN
41689595,0,MANHATTAN
41689655,0,BROOKLYN
41689690,0,BROOKLYN
41689739,0,BROOKLYN
41689768,0,MANHATTAN
41689789,0,BROOKLYN
41689822,1,MANHATTAN
41689833,-1,QUEENS
41689872,0,MANHATTAN
41689884,0,BROOKLYN
41689903,0,BROOKLYN
41689915,1,BRONX
41690004,0,BROOKLYN
41690085,1,MANHATTAN
41690165,0,QUEENS
41690235,0,BROOKLYN
41690254,0,MANHATTAN
41690256,1,BROOKLYN
41690257,1,BROOKLYN
41690338,0,BROOKLYN
41690369,0,MANHATTAN
41690375,0,STATEN ISLAND
41690381,1,BRONX
41690384,0,QUEENS
41690386,0,QUEENS
41690391,0,MANHATTAN
41690457,1,MANHATTAN
41690473,0,MANHATTAN
41690476,1,MANHATTAN
41690482,0,MANHATTAN
41690493,0,MANHATTAN
41690495,0,MANHATTAN
41690532,0,BRONX
41690534,0,BROOKLYN
41690590,0,MANHATTAN
41690646,0,QUEENS
41690659,0,QUEENS
41690699,0,MANHATTAN
41690704,0,BROOKLYN
41690725,0,MANHATTAN
41690734,0,MANHATTAN
41690737,0,MANHATTAN
41690753,0,MANHATTAN
41690772,0,BRONX
41690780,1,MANHATTAN
41690815,0,QUEENS
41690816,0,BROOKLYN
41690824,0,BROOKLYN
41690830,0,BRONX
41690872,0,BROOKLYN
41690948,0,QUEENS
41691085,0,QUEENS
41691088,1,QUEENS
41691112,1,MANHATTAN
41691155,1,QUEENS
41691159,0,BRONX
41691166,0,MANHATTAN
41691247,0,MANHATTAN
41691318,-1,QUEENS
41691331,0,QUEENS
41691362,0,BROOKLYN
41691378,0,MANHATTAN
41691396,0,QUEENS
41691451,0,MANHATTAN
41691561,0,MANHATTAN
